New Experiment - Num episodes: 150
iteration, action, basal, carb, reward
New Experiment - Num episodes: 150
iteration, action, basal, carb, reward
0, 6, 0.7, 30, -89.5
1, 0, 0.39999999999999997, 25, -183.1999969482422
New Experiment - Num episodes: 150
iteration, action, basal, carb, reward
0, 3, 0.7, 25, -89.5
1, 8, 1.0, 30, 86.5
2, 7, 1.0, 35, 70.9000015258789
3, 6, 0.7, 40, -89.5
4, 2, 1.0, 35, 70.9000015258789
5, 7, 1.0, 40, 56.599998474121094
6, 7, 1.0, 45, 38.400001525878906
7, 4, 1.0, 45, 38.400001525878906
8, 3, 0.7, 45, -89.5
9, 4, 0.7, 45, -89.5
10, 2, 1.0, 40, 56.599998474121094
11, 2, 1.3, 35, 54.5
12, 2, 1.6, 30, -17.5
13, 0, 1.3, 25, 26.5
14, 6, 1.0, 30, 86.5
15, 2, 1.3, 25, 26.5
16, 7, 1.3, 30, 48.5
17, 6, 1.0, 35, 70.9000015258789
18, 1, 1.0, 30, 86.5
19, 3, 0.7, 30, -89.5
20, 3, 0.39999999999999997, 30, -185.1999969482422
21, 6, 0.09999999999999998, 35, -387.3999938964844
22, 1, 0.09999999999999998, 30, -386.3999938964844
23, 5, 0.39999999999999997, 30, -185.1999969482422
24, 1, 0.39999999999999997, 25, -183.1999969482422
25, 0, 0.09999999999999998, 20, -354.3999938964844
26, 3, 0.3, 20, -198.10000610351562
27, 0, 0.3, 15, -195.3000030517578
28, 3, 0.3, 15, -195.3000030517578
29, 8, 0.6, 20, -96.0
30, 3, 0.3, 20, -198.10000610351562
31, 0, 0.3, 15, -195.3000030517578
32, 6, 0.3, 20, -198.10000610351562
33, 0, 0.3, 15, -195.3000030517578
34, 4, 0.3, 15, -195.3000030517578
35, 3, 0.3, 15, -195.3000030517578
36, 0, 0.3, 10, -166.89999389648438
37, 8, 0.6, 15, -96.0
38, 5, 0.8999999999999999, 15, 144.5
39, 0, 0.5999999999999999, 10, 34.0
40, 2, 0.8999999999999999, 5, 18.5
41, 5, 1.2, 5, -104.0
42, 0, 0.8999999999999999, 5, 18.5
43, 0, 0.5999999999999999, 5, 72.30000305175781
44, 5, 0.8999999999999999, 5, 18.5
45, 5, 1.2, 5, -104.0
46, 0, 0.8999999999999999, 5, 18.5
47, 0, 0.5999999999999999, 5, 72.30000305175781
48, 0, 0.2999999999999999, 5, 13.5
49, 0, 0.3, 5, 13.5
50, 5, 0.6, 5, 72.30000305175781
51, 0, 0.3, 5, 13.5
52, 1, 0.3, 5, 13.5
53, 8, 0.6, 10, 34.0
54, 6, 0.3, 15, -195.3000030517578
55, 0, 0.3, 10, -166.89999389648438
56, 7, 0.3, 15, -195.3000030517578
57, 8, 0.6, 20, -96.0
58, 5, 0.8999999999999999, 20, 144.5
59, 0, 0.5999999999999999, 15, -96.0
60, 0, 0.2999999999999999, 10, -166.89999389648438
61, 4, 0.2999999999999999, 10, -166.89999389648438
62, 7, 0.2999999999999999, 15, -195.3000030517578
63, 4, 0.2999999999999999, 15, -195.3000030517578
64, 0, 0.3, 10, -166.89999389648438
65, 0, 0.3, 5, 13.5
66, 4, 0.3, 5, 13.5
67, 3, 0.3, 5, 13.5
68, 0, 0.3, 5, 13.5
69, 0, 0.3, 5, 13.5
70, 6, 0.3, 10, -166.89999389648438
71, 8, 0.6, 15, -96.0
72, 1, 0.6, 10, 34.0
73, 0, 0.3, 5, 13.5
74, 0, 0.3, 5, 13.5
75, 3, 0.3, 5, 13.5
76, 0, 0.3, 5, 13.5
77, 0, 0.3, 5, 13.5
78, 0, 0.3, 5, 13.5
79, 0, 0.3, 5, 13.5
80, 4, 0.3, 5, 13.5
81, 6, 0.3, 10, -166.89999389648438
82, 6, 0.3, 15, -195.3000030517578
83, 7, 0.3, 20, -198.10000610351562
84, 0, 0.3, 15, -195.3000030517578
85, 0, 0.3, 10, -166.89999389648438
86, 0, 0.3, 5, 13.5
87, 6, 0.3, 10, -166.89999389648438
88, 0, 0.3, 5, 13.5
89, 8, 0.6, 10, 34.0
90, 8, 0.8999999999999999, 15, 144.5
91, 3, 0.5999999999999999, 15, -96.0
92, 8, 0.8999999999999999, 20, 144.5
93, 0, 0.5999999999999999, 15, -96.0
94, 0, 0.2999999999999999, 10, -166.89999389648438
95, 0, 0.3, 5, 13.5
96, 8, 0.6, 10, 34.0
97, 7, 0.6, 15, -96.0
98, 1, 0.6, 10, 34.0
99, 7, 0.6, 15, -96.0
100, 6, 0.3, 20, -198.10000610351562
101, 0, 0.3, 15, -195.3000030517578
102, 8, 0.6, 20, -96.0
103, 0, 0.3, 15, -195.3000030517578
104, 1, 0.3, 10, -166.89999389648438
105, 0, 0.3, 5, 13.5
106, 0, 0.3, 5, 13.5
107, 4, 0.3, 5, 13.5
108, 0, 0.3, 5, 13.5
109, 7, 0.3, 10, -166.89999389648438
110, 0, 0.3, 5, 13.5
111, 3, 0.3, 5, 13.5
112, 0, 0.3, 5, 13.5
113, 6, 0.3, 10, -166.89999389648438
114, 0, 0.3, 5, 13.5
115, 4, 0.3, 5, 13.5
116, 0, 0.3, 5, 13.5
117, 5, 0.6, 5, 72.30000305175781
118, 4, 0.6, 5, 72.30000305175781
119, 8, 0.8999999999999999, 10, 34.5
120, 0, 0.5999999999999999, 5, 72.30000305175781
121, 5, 0.8999999999999999, 5, 18.5
122, 0, 0.5999999999999999, 5, 72.30000305175781
123, 0, 0.2999999999999999, 5, 13.5
124, 0, 0.3, 5, 13.5
125, 8, 0.6, 10, 34.0
126, 7, 0.6, 15, -96.0
127, 7, 0.6, 20, -96.0
128, 7, 0.6, 25, -96.0
129, 0, 0.3, 20, -198.10000610351562
130, 0, 0.3, 15, -195.3000030517578
131, 2, 0.6, 10, 34.0
132, 4, 0.6, 10, 34.0
133, 1, 0.6, 5, 72.30000305175781
134, 0, 0.3, 5, 13.5
135, 6, 0.3, 10, -166.89999389648438
136, 0, 0.3, 5, 13.5
137, 6, 0.3, 10, -166.89999389648438
138, 6, 0.3, 15, -195.3000030517578
139, 3, 0.3, 15, -195.3000030517578
140, 2, 0.6, 10, 34.0
141, 5, 0.8999999999999999, 10, 34.5
142, 0, 0.5999999999999999, 5, 72.30000305175781
143, 6, 0.2999999999999999, 10, -166.89999389648438
144, 8, 0.5999999999999999, 15, -96.0
145, 0, 0.2999999999999999, 10, -166.89999389648438
146, 3, 0.3, 10, -166.89999389648438
147, 0, 0.3, 5, 13.5
148, 0, 0.3, 5, 13.5
149, 0, 0.3, 5, 13.5
